game_id,season,game_type,date,home_team_id,away_team_id,venue,start_time,home_score,away_score,status,distance_traveled,timezone_diff,travel_direction,estimated_travel_time,days_since_last_game,is_back_to_back
2024021170,20222023,R,2025-03-30,13,8,Amerant Bank Arena,2025-03-30T17:00:00Z,,,FUT,,0.0,unknown,,,0
2024021171,20222023,R,2025-03-30,15,7,Capital One Arena,2025-03-30T19:00:00Z,,,FUT,1487.010595756092,1.0,westward,3.358763244695115,,0
2024021172,20222023,R,2025-03-30,52,23,Canada Life Centre,2025-03-30T19:00:00Z,,,FUT,1562.2586254575917,-1.0,eastward,3.4528232818219897,,0
2024021173,20222023,R,2025-03-30,16,59,United Center,2025-03-30T20:00:00Z,,,FUT,,0.0,unknown,,,0
2024021174,20222023,R,2025-03-30,5,9,PPG Paints Arena,2025-03-30T21:00:00Z,,,FUT,286.1635354361088,0.0,same,1.857704419295136,,0
2024021175,20222023,R,2025-03-30,12,2,Lenovo Center,2025-03-30T21:00:00Z,,,FUT,,0.0,unknown,,,0
2024021176,20222023,R,2025-03-30,24,10,Honda Center,2025-03-31T00:00:00Z,,,FUT,44.54344964025213,0.0,same,0.6852838406192635,,0
2024021177,20222023,R,2025-03-30,26,28,Crypto.com Arena,2025-03-31T02:00:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021181,20222023,R,2025-03-31,55,25,Climate Pledge Arena,2025-04-01T02:00:00Z,,,FUT,0.0,0.0,same,0.0,2.0,0
2024021180,20222023,R,2025-03-31,21,20,Ball Arena,2025-04-01T00:30:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021178,20222023,R,2025-03-31,1,30,Prudential Center,2025-03-31T23:00:00Z,,,FUT,1608.6214734396272,1.0,westward,3.510776841799534,,0
2024021179,20222023,R,2025-03-31,4,18,Wells Fargo Center,2025-03-31T23:00:00Z,,,FUT,1097.3487765854472,1.0,westward,2.871685970731809,,0
2024021191,20222023,R,2025-04-01,26,52,Crypto.com Arena,2025-04-02T02:30:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021190,20222023,R,2025-04-01,24,28,Honda Center,2025-04-02T02:00:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021189,20222023,R,2025-04-01,54,22,T-Mobile Arena,2025-04-02T02:00:00Z,,,FUT,,0.0,unknown,,,0
2024021187,20222023,R,2025-04-01,19,17,Enterprise Center,2025-04-02T00:00:00Z,,,FUT,1280.5853433209602,1.0,westward,3.1007316791512003,,0
2024021188,20222023,R,2025-04-01,59,20,Delta Center,2025-04-02T01:00:00Z,,,FUT,,0.0,unknown,,,0
2024021185,20222023,R,2025-04-01,29,18,Nationwide Arena,2025-04-01T23:00:00Z,,,FUT,827.7780004137984,0.0,eastward,2.534722500517248,,0
2024021184,20222023,R,2025-04-01,9,7,Canadian Tire Centre,2025-04-01T23:00:00Z,,,FUT,633.2932626849922,0.0,westward,2.29161657835624,,0
2024021183,20222023,R,2025-04-01,8,13,Centre Bell,2025-04-01T23:00:00Z,,,FUT,,0.0,unknown,,,0
2024021182,20222023,R,2025-04-01,6,15,TD Garden,2025-04-01T23:00:00Z,,,FUT,984.7047434433474,0.0,westward,2.7308809293041842,,0
2024021186,20222023,R,2025-04-01,2,14,UBS Arena,2025-04-01T23:30:00Z,,,FUT,,0.0,unknown,,,0
2024021195,20222023,R,2025-04-02,16,21,United Center,2025-04-03T01:30:00Z,,,FUT,,0.0,unknown,,,0
2024021192,20222023,R,2025-04-02,3,30,Madison Square Garden,2025-04-02T23:00:00Z,,,FUT,4103.56925872435,3.0,westward,6.629461573405438,,0
2024021193,20222023,R,2025-04-02,12,15,Lenovo Center,2025-04-02T23:00:00Z,,,FUT,,0.0,unknown,,,0
2024021194,20222023,R,2025-04-02,10,13,Scotiabank Arena,2025-04-02T23:30:00Z,,,FUT,3478.624557501603,3.0,westward,5.848280696877003,,0
2024021196,20222023,R,2025-04-02,23,55,Rogers Arena,2025-04-03T02:30:00Z,,,FUT,1863.6708609973355,-2.0,eastward,3.8295885762466693,,0
2024021143,20232024,R,2025-03-27,7,5,KeyBank Center,2025-03-27T23:00:00Z,7.0,3.0,OFF,,,,,,0
2024021144,20232024,R,2025-03-27,17,9,Little Caesars Arena,2025-03-27T23:00:00Z,3.0,4.0,OFF,,,,,,0
2024021145,20232024,R,2025-03-27,14,59,Amalie Arena,2025-03-27T23:00:00Z,8.0,0.0,OFF,,,,,,0
2024021146,20232024,R,2025-03-27,4,8,Wells Fargo Center,2025-03-27T23:00:00Z,6.0,4.0,OFF,,,,,,0
2024021148,20232024,R,2025-03-27,30,15,Xcel Energy Center,2025-03-27T23:30:00Z,4.0,2.0,OFF,,,,,,0
2024021147,20232024,R,2025-03-27,18,19,Bridgestone Arena,2025-03-28T00:00:00Z,2.0,3.0,OFF,,,,,,0
2024021150,20232024,R,2025-03-27,20,25,Scotiabank Saddledome,2025-03-28T01:00:00Z,2.0,5.0,OFF,,,,,,0
2024021149,20232024,R,2025-03-27,21,26,Ball Arena,2025-03-28T02:00:00Z,4.0,0.0,OFF,,,,,,0
2024021151,20232024,R,2025-03-27,55,22,Climate Pledge Arena,2025-03-28T02:00:00Z,6.0,1.0,OFF,,,,,,0
2024021152,20232024,R,2025-03-27,28,10,SAP Center at San Jose,2025-03-28T02:30:00Z,6.0,5.0,OFF,,,,,,0
2024021158,20232024,R,2025-03-28,24,3,Honda Center,2025-03-29T02:00:00Z,,,FUT,,,,,,0
2024021157,20232024,R,2025-03-28,16,54,United Center,2025-03-29T00:30:00Z,,,FUT,,,,,,0
2024021156,20232024,R,2025-03-28,52,1,Canada Life Centre,2025-03-29T00:00:00Z,,,FUT,,,,,,0
2024021153,20232024,R,2025-03-28,13,59,Amerant Bank Arena,2025-03-28T23:00:00Z,,,FUT,,0.0,unknown,,,0
2024021154,20232024,R,2025-03-28,12,8,Lenovo Center,2025-03-28T23:00:00Z,,,FUT,,0.0,unknown,,,0
2024021155,20232024,R,2025-03-28,29,23,Nationwide Arena,2025-03-28T23:00:00Z,,,FUT,,,,,,0
2024021165,20232024,R,2025-03-29,26,10,Crypto.com Arena,2025-03-29T23:00:00Z,,,FUT,491.3629388211866,0.0,westward,2.1142036735264833,,0
2024021168,20232024,R,2025-03-29,28,3,SAP Center at San Jose,2025-03-30T02:30:00Z,,,FUT,534.8088222945483,0.0,eastward,2.1685110278681856,,0
2024021167,20232024,R,2025-03-29,22,20,Rogers Place,2025-03-30T02:00:00Z,,,FUT,907.0224698818921,1.0,westward,2.633778087352365,,0
2024021166,20232024,R,2025-03-29,17,6,Little Caesars Arena,2025-03-30T00:00:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021164,20232024,R,2025-03-29,9,29,Canadian Tire Centre,2025-03-29T23:00:00Z,,,FUT,659.2364122873598,0.0,westward,2.3240455153591997,,0
2024021169,20232024,R,2025-03-29,55,25,Climate Pledge Arena,2025-03-30T02:30:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021162,20232024,R,2025-03-29,30,1,Xcel Energy Center,2025-03-29T22:00:00Z,,,FUT,628.4326380351725,0.0,westward,2.2855407975439657,,0
2024021161,20232024,R,2025-03-29,21,19,Ball Arena,2025-03-29T20:30:00Z,,,FUT,1644.175004233569,-1.0,eastward,3.5552187552919614,,0
2024021160,20232024,R,2025-03-29,14,2,Amalie Arena,2025-03-29T18:00:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021159,20232024,R,2025-03-29,4,7,Wells Fargo Center,2025-03-29T17:00:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021163,20232024,R,2025-03-29,18,54,Bridgestone Arena,2025-03-29T22:30:00Z,,,FUT,,0.0,unknown,,,0
2024021170,20232024,R,2025-03-30,13,8,Amerant Bank Arena,2025-03-30T17:00:00Z,,,FUT,,0.0,unknown,,,0
2024021171,20232024,R,2025-03-30,15,7,Capital One Arena,2025-03-30T19:00:00Z,,,FUT,1487.010595756092,1.0,westward,3.358763244695115,,0
2024021172,20232024,R,2025-03-30,52,23,Canada Life Centre,2025-03-30T19:00:00Z,,,FUT,1562.2586254575917,-1.0,eastward,3.4528232818219897,,0
2024021173,20232024,R,2025-03-30,16,59,United Center,2025-03-30T20:00:00Z,,,FUT,,0.0,unknown,,,0
2024021174,20232024,R,2025-03-30,5,9,PPG Paints Arena,2025-03-30T21:00:00Z,,,FUT,286.1635354361088,0.0,same,1.857704419295136,,0
2024021175,20232024,R,2025-03-30,12,2,Lenovo Center,2025-03-30T21:00:00Z,,,FUT,,0.0,unknown,,,0
2024021176,20232024,R,2025-03-30,24,10,Honda Center,2025-03-31T00:00:00Z,,,FUT,44.54344964025213,0.0,same,0.6852838406192635,,0
2024021177,20232024,R,2025-03-30,26,28,Crypto.com Arena,2025-03-31T02:00:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021181,20232024,R,2025-03-31,55,25,Climate Pledge Arena,2025-04-01T02:00:00Z,,,FUT,0.0,0.0,same,0.0,2.0,0
2024021180,20232024,R,2025-03-31,21,20,Ball Arena,2025-04-01T00:30:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021178,20232024,R,2025-03-31,1,30,Prudential Center,2025-03-31T23:00:00Z,,,FUT,1608.6214734396272,1.0,westward,3.510776841799534,,0
2024021179,20232024,R,2025-03-31,4,18,Wells Fargo Center,2025-03-31T23:00:00Z,,,FUT,1097.3487765854472,1.0,westward,2.871685970731809,,0
2024021191,20232024,R,2025-04-01,26,52,Crypto.com Arena,2025-04-02T02:30:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021190,20232024,R,2025-04-01,24,28,Honda Center,2025-04-02T02:00:00Z,,,FUT,0.0,0.0,same,0.0,,0
2024021189,20232024,R,2025-04-01,54,22,T-Mobile Arena,2025-04-02T02:00:00Z,,,FUT,,0.0,unknown,,,0
2024021187,20232024,R,2025-04-01,19,17,Enterprise Center,2025-04-02T00:00:00Z,,,FUT,1280.5853433209602,1.0,westward,3.1007316791512003,,0
2024021188,20232024,R,2025-04-01,59,20,Delta Center,2025-04-02T01:00:00Z,,,FUT,,0.0,unknown,,,0
2024021185,20232024,R,2025-04-01,29,18,Nationwide Arena,2025-04-01T23:00:00Z,,,FUT,827.7780004137984,0.0,eastward,2.534722500517248,,0
2024021184,20232024,R,2025-04-01,9,7,Canadian Tire Centre,2025-04-01T23:00:00Z,,,FUT,633.2932626849922,0.0,westward,2.29161657835624,,0
2024021183,20232024,R,2025-04-01,8,13,Centre Bell,2025-04-01T23:00:00Z,,,FUT,,0.0,unknown,,,0
2024021182,20232024,R,2025-04-01,6,15,TD Garden,2025-04-01T23:00:00Z,,,FUT,984.7047434433474,0.0,westward,2.7308809293041842,,0
2024021186,20232024,R,2025-04-01,2,14,UBS Arena,2025-04-01T23:30:00Z,,,FUT,,0.0,unknown,,,0
2024021195,20232024,R,2025-04-02,16,21,United Center,2025-04-03T01:30:00Z,,,FUT,,0.0,unknown,,,0
2024021192,20232024,R,2025-04-02,3,30,Madison Square Garden,2025-04-02T23:00:00Z,,,FUT,4103.56925872435,3.0,westward,6.629461573405438,,0
2024021193,20232024,R,2025-04-02,12,15,Lenovo Center,2025-04-02T23:00:00Z,,,FUT,,0.0,unknown,,,0
2024021194,20232024,R,2025-04-02,10,13,Scotiabank Arena,2025-04-02T23:30:00Z,,,FUT,3478.624557501603,3.0,westward,5.848280696877003,,0
2024021196,20232024,R,2025-04-02,23,55,Rogers Arena,2025-04-03T02:30:00Z,,,FUT,1863.6708609973355,-2.0,eastward,3.8295885762466693,,0
